NOME,DISTRITO
"Escola Básica do Ramalhal, Torres Vedras",Lisboa
"Escola Básica da Fonte Grada, Torres Vedras",Lisboa
"Escola Básica da Ponte do Rol, Torres Vedras",Lisboa
"Escola Básica Padre Vítor Melícias, Torres Vedras",Lisboa
"Escola Básica do Sobreiro Curvo, Torres Vedras",Lisboa
"Escola Básica do Paúl, Torres Vedras",Lisboa
"Escola Básica de Palhagueiras, Torres Vedras",Lisboa
"Escola Básica de Maceira, Torres Vedras",Lisboa
"Escola Básica Gaspar Campello, Torres Vedras",Lisboa
"Escola Básica de A-dos-Cunhados, Torres Vedras",Lisboa
"Escola Básica da Póvoa de Penafirme, Torres Vedras",Lisboa
"Escola Básica n.º 2 de Alhos Vedros, Moita",Setúbal
"Escola Básica de Alhos Vedros, Fonte da Prata, Moita",Setúbal
"Escola Básica n.º 1 de Alhos Vedros, Moita",Setúbal
Escola Básica n.º 8 de Setúbal,Setúbal
Escola Básica n.º 1 de Setúbal,Setúbal
"Escola Básica de Montalvão, Setúbal",Setúbal
"Escola Básica de Azeda, Setúbal",Setúbal
Escola Básica n.º 7 de Setúbal,Setúbal
Escola Básica n.º 5 de Setúbal,Setúbal
"Escola Básica n.º 2 do Faralhão, Setúbal",Setúbal
"Escola Básica de Manteigadas, Setúbal",Setúbal
"Escola Básica do Faralhão, Setúbal",Setúbal
Escola Básica de Setúbal,Setúbal
"Escola Básica n.º 1 do Faralhão, Setúbal",Setúbal
"Escola Básica de Vila Nogueira de Azeitão, Setúbal",Setúbal
"Escola Básica de Vila Fresca de Azeitão, Setúbal",Setúbal
"Escola Básica da Brejoeira, Vila Nogueira de Azeitão, Setúbal",Setúbal
"Escola Básica de Brejos do Clérigo, Setúbal",Setúbal
"Escola Básica de Vendas de Azeitão, Setúbal",Setúbal
"Escola Básica Quinta dos Loios, Barreiro",Setúbal
"Escola Básica de Fidalguinhos, Barreiro",Setúbal
"Escola Básica Natércia Couto, Barreiro",Setúbal
Escola Básica de Sesimbra,Setúbal
"Escola Básica de Aiana de Cima, Sesimbra",Setúbal
"Escola Básica de Alfarim, Sesimbra",Setúbal
"Escola Básica de Aldeia do Meco, Sesimbra",Setúbal
"Escola Básica de Azoia, Sesimbra",Setúbal
"Escola Básica da Serra da Luz, Odivelas",Lisboa
"Escola Básica da Quinta da Paiã, Pontinha, Odivelas",Lisboa
"Escola Básica da Quinta da Condessa, Bairro da Condessa, Odivelas",Lisboa
"Escola Básica de Vale Grande, Odivelas",Lisboa
"Escola Básica Mello Falcão, Pontinha, Odivelas",Lisboa
"Escola Básica Dr. Mário Madeira, Pontinha, Odivelas",Lisboa
"Escola Básica do Casal da Serra, Paiã, Odivelas",Lisboa
"Escola Básica de Olival Basto, Odivelas",Lisboa
"Escola Básica da Quinta de São José, Póvoa de Santo Adrião, Odivelas",Lisboa
"Escola Básica Carlos Paredes, Póvoa de Santo Adrião, Odivelas",Lisboa
"Escola Básica Barbosa du Bocage, Póvoa de Santo Adrião, Odivelas",Lisboa
"Escola Básica Prista Monteiro, Lisboa",Lisboa
"Escola Básica da Luz-Carnide, Lisboa",Lisboa
"Escola Básica Dom Luís da Cunha, Lisboa",Lisboa
"Escola Básica do Lumiar, Lisboa",Lisboa
"Escola Básica de São Vicente/Telheiras, Lisboa",Lisboa
"Escola Básica n.º 1 de Telheiras, Lisboa",Lisboa
Escola Básica n.º 2 de Palmela,Setúbal
"Escola Básica n.º 2 de Olhos de Água, Lagoinha, Palmela",Setúbal
"Escola Básica n.º 1 de Brejos do Assa, Palmela",Setúbal
"Escola Básica António Matos Fortuna, Quinta do Anjo, Palmela",Setúbal
"Escola Básica do Bairro Alentejano, Palmela",Setúbal
"Escola Básica de Cabanas, Palmela",Setúbal
"Escola Básica de Algeruz-Lau, Palmela",Setúbal
"Escola Básica de Aires, Palmela",Setúbal
"Escola Básica Joaquim José Carvalho, Palmela",Setúbal
"Escola Básica de Fetais, Vila Lorena, Loures",Lisboa
"Escola Básica da Quinta das Mós, Camarate, Loures",Lisboa
"Escola Básica n.º 1 de Camarate, Loures",Lisboa
"Escola Básica n.º 5 de Camarate, Loures",Lisboa
"Escola Básica n.º 4 de Camarate, Loures",Lisboa
"Escola Básica n.º 2 de Camarate, Loures",Lisboa
"Escola Básica da Bemposta, Loures",Lisboa
"Escola Básica de Bucelas, Loures",Lisboa
"Escola Básica de Vila de Rei, Loures",Lisboa
"Escola Básica n.º 3 de Unhos, Catujal, Loures",Lisboa
"Escola Básica de Unhos, Catujal, Loures",Lisboa
"Escola Básica da Portela, Loures",Lisboa
"Escola Básica da Quinta da Alegria, Moscavide, Loures",Lisboa
"Escola Básica Dr. Catela Gomes, Moscavide, Loures",Lisboa
"Escola Básica de Caselas, Lisboa",Lisboa
"Escola Básica Professor Manuel Sérgio, Lisboa",Lisboa
"Escola Básica de Moinhos do Restelo, Lisboa",Lisboa
"Escola Básica do Bairro do Restelo, Lisboa",Lisboa
"Escola Básica Rosa Lobato Faria, Lisboa",Lisboa
"Escola Básica Patrício Prazeres, Lisboa",Lisboa
"Escola Básica Professor Oliveira Marques, Lisboa",Lisboa
"Escola Básica Eurico Gonçalves, Lisboa",Lisboa
"Escola Básica Quinta dos Frades, Lisboa",Lisboa
"Escola Básica Engenheiro Duarte Pacheco, Lisboa",Lisboa
"Escola Básica Actor Vale, Lisboa",Lisboa
"Escola Básica do Bairro do Armador, Lisboa",Lisboa
"Escola Básica Infante D. Henrique, Lisboa",Lisboa
"Escola Básica Adriano Correia de Oliveira, Lisboa",Lisboa
"Escola Básica Arco-Íris, Lisboa",Lisboa
"Escola Básica Santo António, Tomar",Santarém
"Escola Básica Raul Lopes, Tomar",Santarém
"Escola Básica do Marmeleiro, Tomar",Santarém
"Escola Básica de Vale do Calvo, Tomar",Santarém
"Escola Básica de Cem Soldos, Tomar",Santarém
"Escola Básica de Carregueiros, Tomar",Santarém
"Escola Básica da Pedreira, Tomar",Santarém
"Escola Básica n.º 3 de Agualva, Sintra",Lisboa
"Escola Básica de Colaride, Agualva, Sintra",Lisboa
"Escola Básica da Quinta da Fidalga, Agualva, Sintra",Lisboa
"Escola Básica n.º 2 de Agualva, Sintra",Lisboa
"Escola Básica n.º 7 da Baixa da Banheira, Moita",Setúbal
"Escola Básica n.º 6 da Baixa da Banheira, Moita",Setúbal
"Escola Básica n.º 1 da Baixa da Banheira, Moita",Setúbal
"Escola Básica n.º 2 da Baixa da Banheira, Moita",Setúbal
"Escola Básica Aprígio Gomes, Mina, Amadora",Lisboa
"Escola Básica da Mina, Amadora",Lisboa
"Escola Básica Artur Martinho Simões, São Brás, Amadora",Lisboa
"Escola Básica Ricardo Alberty, São Brás, Amadora",Lisboa
Escola Básica n.º 6 de Setúbal,Setúbal
Escola Básica n.º 4 de Setúbal,Setúbal
Escola Básica n.º 11 de Setúbal,Setúbal
"Escola Básica de Gâmbia, Setúbal",Setúbal
"Escola Básica do Bairro Afonso Costa, Setúbal",Setúbal
"Escola Básica do Alto da Guerra, Setúbal",Setúbal
"Escola Básica de Montinho da Cotovia, Pontes, Setúbal",Setúbal
"Escola Básica Luísa Todi, Setúbal",Setúbal
"Escola Básica D. Nuno Álvares Pereira, Corroios, Seixal",Setúbal
"Escola Básica de Miratejo, Seixal",Setúbal
"Escola Básica José Afonso, Corroios, Seixal",Setúbal
"Escola Básica de Foros de Amora, Seixal",Setúbal
"Escola Básica da Quinta das Sementes, Paivas, Seixal",Setúbal
"Escola Básica da Quinta de Santo António, Cruz de Pau, Seixal",Setúbal
"Escola Básica da Quinta do Conde de Portalegre, Paivas, Seixal",Setúbal
"Escola Básica de Paivas, Seixal",Setúbal
"Escola Básica do Fogueteiro, Seixal",Setúbal
"Escola Básica dos Charcos, Almeirim",Santarém
"Escola Básica de Cortiçóis, Almeirim",Santarém
"Escola Básica de Benfica do Ribatejo, Almeirim",Santarém
Escola Básica de Almeirim,Santarém
"Escola Básica Moinho de Vento, Almeirim",Santarém
Escola Básica n.º 1 da Moita,Setúbal
"Escola Básica de Barra Cheia, Moita",Setúbal
"Escola Básica do Gaio, Moita",Setúbal
"Escola Básica do Rosário, Moita",Setúbal
Escola Básica n.º 2 da Moita,Setúbal
"Escola Básica de Penteado, Moita",Setúbal
"Escola Básica de Chão Duro, Moita",Setúbal
Escola Básica da Moita,Setúbal
"Escola Básica de Sarilhos Pequenos, Moita",Setúbal
Escola Básica n.º 3 do Cartaxo,Santarém
Escola Básica n.º 2 do Cartaxo,Santarém
"Escola Básica n.º 1 de Vila Chã de Ourique, Cartaxo",Santarém
"Escola Básica José Tagarro, Cartaxo",Santarém
Escola Básica de Óbidos,Leiria
"Escola Básica do Furadouro, Óbidos",Leiria
"Escola Básica do Alvito, Óbidos",Leiria
Escola Básica n.º 1 do Bombarral,Leiria
"Escola Básica do Pó, Bombarral",Leiria
Escola Básica n.º 3 de Setúbal,Setúbal
Escola Básica n.º 2 de Setúbal,Setúbal
"Escola Básica dos Arcos, Setúbal",Setúbal
"Escola Básica de São Gabriel, Setúbal",Setúbal
Escola Básica n.º 12 de Setúbal,Setúbal
"Escola Básica Mestre Querubim Lapa, Lisboa",Lisboa
"Escola Básica de São Sebastião da Pedreira, Lisboa",Lisboa
"Escola Básica Mestre Arnaldo Louro de Almeida, Lisboa",Lisboa
"Escola Básica Raúl Lino, Lisboa",Lisboa
"Escola Básica Homero Serpa, Lisboa",Lisboa
"Escola Básica Alexandre Herculano, Lisboa",Lisboa
"Escola Básica de Santo Amaro, Lisboa",Lisboa
"Escola Básica Professor Agostinho da Silva, Lisboa",Lisboa
Escola Básica n.º 195 de Lisboa,Lisboa
"Escola Básica João dos Santos, Lisboa",Lisboa
"Escola Básica de Lóios, Lisboa",Lisboa
"Escola Básica Luiza Neto Jorge, Lisboa",Lisboa
"Escola Básica do Bairro Madre de Deus, Lisboa",Lisboa
"Escola Básica do Beato, Lisboa",Lisboa
"Escola Básica do Condado, Lisboa",Lisboa
"Escola Básica Professora Aida Vieira, Lisboa",Lisboa
"Escola Básica de A-dos-Bispos, Vila Franca de Xira",Lisboa
"Escola Básica n.º 1 do Bom Retiro, Vila Franca de Xira",Lisboa
Escola Básica n.º 4 de Vila Franca de Xira,Lisboa
"Escola Básica n.º 1 de São Silvestre, Coimbra",Coimbra
"Escola Básica de Vila Verde, Coimbra",Coimbra
"Escola Básica de Vera Cruz, Coimbra",Coimbra
"Escola Básica de São Martinho de Árvore, Coimbra",Coimbra
"Escola Básica de São João do Campo, Coimbra",Coimbra
"Escola Básica de São Bartolomeu, Coimbra",Coimbra
"Escola Básica de Palheira, Coimbra",Coimbra
"Escola Básica de Feteira, Coimbra",Coimbra
"Escola Básica de Cernache, Coimbra",Coimbra
"Escola Básica de Casconha, Coimbra",Coimbra
"Escola Básica de Bairro Azul, São Silvestre, Coimbra",Coimbra
"Escola Básica de Antanhol, Coimbra",Coimbra
"Escola Básica de Almas de Freire, Coimbra",Coimbra
"Escola Básica n.º 1 de Taveiro, Coimbra",Coimbra
"Escola Básica de São Martinho do Bispo, Coimbra",Coimbra
"Escola Básica de Ribeira de Frades, Coimbra",Coimbra
"Escola Básica de Póvoa, Coimbra",Coimbra
"Escola Básica de Fala, Coimbra",Coimbra
"Escola Básica de Espírito Santo das Touregas, Coimbra",Coimbra
"Escola Básica de Cruz de Morouços, Coimbra",Coimbra
"Escola Básica de Casais, Casais do Campo, Coimbra",Coimbra
"Escola Básica de Arzila, Coimbra",Coimbra
"Escola Básica de Ameal, Coimbra",Coimbra
"Escola Básica de Campo de Besteiros, Tondela",Viseu
"Escola Básica de São João do Monte, Tondela",Viseu
"Escola Básica de Caramulo, Tondela",Viseu
"Escola Básica de Nogueira do Cravo, Oliveira do Hospital",Coimbra
"Escola Básica de Lourosa, Oliveira do Hospital",Coimbra
"Escola Básica de Lagares da Beira, Oliveira do Hospital",Coimbra
"Escola Básica de Cordinha, Oliveira do Hospital",Coimbra
"Escola Básica de Bobadela, Oliveira do Hospital",Coimbra
Escola Básica Campus Educativo de Oliveira do Hospital,Coimbra
"Escola Básica de Travanca de Lagos, Oliveira do Hospital",Coimbra
"Escola Básica de Seixo da Beira, Oliveira do Hospital",Coimbra
"Escola Básica de Ponte das Três Entradas, Oliveira do Hospital",Coimbra
"Escola Básica e Secundária Dr. José Casimiro Matias, Almeida",Guarda
"Escola Básica e Secundária de Vilar Formoso, Almeida",Guarda
"Escola Básica Augusto Gil, Guarda",Guarda
"Escola Básica Adães Bermudes, Guarda",Guarda
"Escola Básica Santa Zita, Guarda",Guarda
"Escola Básica de Videmonte, Guarda",Guarda
"Escola Básica de Trinta, Guarda",Guarda
"Escola Básica de Maçainhas, Guarda",Guarda
"Escola Básica de Lameirinhas, Guarda",Guarda
"Escola Básica de Gonçalo, Guarda",Guarda
"Escola Básica de Famalicão, Guarda",Guarda
"Escola Básica de Espírito Santo, Guarda",Guarda
"Escola Básica de Bonfim, Guarda",Guarda
Escola Básica de Sabugal,Guarda
"Escola Básica de Souto, Sabugal",Guarda
"Escola Básica de Ruvina, Sabugal",Guarda
"Escola Básica de Cerdeira, Sabugal",Guarda
"Escola Básica de Bendada, Sabugal",Guarda
"Escola Básica de Aldeia de Santo António, Sabugal",Guarda
"Escola Básica de Vila Franca das Naves, Trancoso",Guarda
Escola Básica de Trancoso,Guarda
"Escola Básica de Palhais, Trancoso",Guarda
"Escola Básica de Cogula, Trancoso",Guarda
Escola Básica n.º 1 de Pinhel,Guarda
"Escola Básica de Freixedas, Pinhel",Guarda
"Escola Básica de Vila Nova de Tazem, Gouveia",Guarda
"Escola Básica de São Paio, Gouveia",Guarda
"Escola Básica de Paços da Serra, Gouveia",Guarda
"Escola Básica de Moimenta da Serra, Gouveia",Guarda
"Escola Básica de Melo, Gouveia",Guarda
Escola Básica de Gouveia,Guarda
"Escola Básica de Maçãs de Dona Maria, Alvaiázere",Leiria
Escola Básica de Alvaiázere,Leiria
"Escola Básica de Vila Cã, Pombal",Leiria
"Escola Básica de Vicentes, Pombal",Leiria
"Escola Básica de Redinha, Pombal",Leiria
Escola Básica de Pombal,Leiria
"Escola Básica de Pelariga, Pombal",Leiria
"Escola Básica de Moita do Boi, Pombal",Leiria
"Escola Básica de Machada, Pombal",Leiria
"Escola Básica de Louriçal, Pombal",Leiria
"Escola Básica de Barrocal, Pombal",Leiria
"Escola Básica de Almagreira, Pombal",Leiria
"Escola Básica de Abiul, Pombal",Leiria
"Escola Básica Dr. Correia Mateus, Leiria",Leiria
"Escola Básica de Vidigal, Leiria",Leiria
"Escola Básica de Touria, Leiria",Leiria
"Escola Básica de Courelas, Leiria",Leiria
"Escola Básica de Arrabal, Leiria",Leiria
"Escola Básica de Andrinos, Leiria",Leiria
"Escola Básica de Guimarota, Leiria",Leiria
"Escola Básica de Capuchos, Leiria",Leiria
"Escola Básica de Branca, Leiria",Leiria
"Escola Básica de Barosa, Leiria",Leiria
"Escola Básica de Arrabalde, Leiria",Leiria
"Escola Básica de Amarela, Leiria",Leiria
"Escola Básica de Reixida, Leiria",Leiria
"Escola Básica de Parceiros, Leiria",Leiria
"Escola Básica de Cruz de Areia, Leiria",Leiria
"Escola Básica de Barreira, Leiria",Leiria
"Escola Básica de Azoia, Leiria",Leiria
"Escola Básica Prof. Alberto Nery Capucho, Marinha Grande",Leiria
"Escola Básica João Beare, Marinha Grande",Leiria
"Escola Básica de Trutas, Marinha Grande",Leiria
"Escola Básica de Pilado, Marinha Grande",Leiria
"Escola Básica de Picassinos, Marinha Grande",Leiria
"Escola Básica de Engenho, Marinha Grande",Leiria
"Escola Básica de Cumeira, Marinha Grande",Leiria
"Escola Básica de Amieira, Marinha Grande",Leiria
"Escola Básica de Albergaria, Marinha Grande",Leiria
"Escola Básica Prof. Francisco Veríssimo, Marinha Grande",Leiria
"Escola Básica Guilherme Stephens, Marinha Grande",Leiria
"Escola Básica de Várzea, Marinha Grande",Leiria
"Escola Básica de Moita, Marinha Grande",Leiria
"Escola Básica de Fonte Santa, Marinha Grande",Leiria
"Escola Básica de Casal do Malta, Marinha Grande",Leiria
"Escola Básica de Amieirinha, Marinha Grande",Leiria
"Escola Básica de Guia, Pombal",Leiria
"Escola Básica de Carriço, Pombal",Leiria
"Escola Básica de Vieirinhos, Pombal",Leiria
"Escola Básica de Mata Mourisca, Pombal",Leiria
"Escola Básica de Ilha, Pombal",Leiria
"Escola Básica Aristides de Sousa Mendes, Cabanas de Viriato, Carregal do Sal",Viseu
"Escola Básica Nuno Álvares, Carregal do Sal",Viseu
Escola Básica de Castro Daire,Viseu
"Escola Básica de Picão, Castro Daire",Viseu
"Escola Básica de Parada de Ester, Castro Daire",Viseu
"Escola Básica de Mões, Castro Daire",Viseu
"Escola Básica de Mezio, Castro Daire",Viseu
"Escola Básica de Lamelas de Cá, Castro Daire",Viseu
"Escola Básica de Lamas, Castro Daire",Viseu
"Escola Básica de Termas do Carvalhal, Castro Daire",Viseu
"Escola Básica de Alva, Castro Daire",Viseu
"Escola Básica Dr. Afonso Abrantes, Mortágua",Viseu
"Escola Básica do Fojo, Canas de Senhorim, Nelas",Viseu
"Escola Básica da Feira, Canas de Senhorim, Nelas",Viseu
"Escola Básica de Santar, Nelas",Viseu
Escola Básica de Nelas,Viseu
"Escola Básica de Carvalhal Redondo, Nelas",Viseu
"Escola Básica de Vilar Seco, Nelas",Viseu
"Escola Básica de Ribeiradio, Oliveira de Frades",Viseu
Escola Básica de Oliveira de Frades,Viseu
"Escola Básica de Arcozelo das Maias, Oliveira de Frades",Viseu
Escola Básica n.º 1 de São Pedro do Sul,Viseu
"Escola Básica de Vila Maior, São Pedro do Sul",Viseu
"Escola Básica de Sul, São Pedro do Sul",Viseu
"Escola Básica de Pindelo dos Milagres, São Pedro do Sul",Viseu
"Escola Básica de Figueiredo de Alva, São Pedro do Sul",Viseu
Escola Básica de Santa Comba Dão-Sul,Viseu
Escola Básica de Santa Comba Dão-Norte,Viseu
Escola Básica de Santa Comba Dão-Centro,Viseu
"Escola Básica Professor Doutor Carlos Mota Pinto, Lajeosa do Dão, Tondela",Viseu
Escola Básica de Tondela,Viseu
"Escola Básica de Tonda, Tondela",Viseu
"Escola Básica de São Miguel do Outeiro, Tondela",Viseu
"Escola Básica de Molelos, Tondela",Viseu
"Escola Básica de Lobão da Beira, Tondela",Viseu
"Escola Básica de Canas de Santa Maria, Tondela",Viseu
"Escola Básica de Adiça, Tondela",Viseu
"Escola Básica de Vildemoinhos, Viseu",Viseu
"Escola Básica do Bairro Municipal, Viseu",Viseu
"Escola Básica de São Martinho de Orgens, Viseu",Viseu
"Escola Básica de Santiago, Viseu",Viseu
"Escola Básica de S. Miguel, Viseu",Viseu
"Escola Básica de Ribeira, Viseu",Viseu
"Escola Básica Maria Cecília Correia, Viseu",Viseu
"Escola Básica de Avenida, Viseu",Viseu
"Escola Básica João de Barros, Marzovelos, Viseu",Viseu
"Escola Básica de São Salvador, Viseu",Viseu
"Escola Básica Aquilino Ribeiro, Ranhados, Viseu",Viseu
"Escola Básica de Vila Chã de Sá, Viseu",Viseu
"Escola Básica de Teivas, Viseu",Viseu
"Escola Básica de São João de Lourosa, Viseu",Viseu
"Escola Básica de Repeses, Viseu",Viseu
"Escola Básica de Passos de Silgueiros, Viseu",Viseu
"Escola Básica de Paradinha, Viseu",Viseu
"Escola Básica de Oliveira de Barreiros, Viseu",Viseu
"Escola Básica de Loureiro de Silgueiros, Viseu",Viseu
"Escola Básica de Jugueiros, Viseu",Viseu
"Escola Básica de Fail, Viseu",Viseu
"Escola Básica Mestre Arnaldo Malho, Rio de Loba, Viseu",Viseu
"Escola Básica de Santos Evos, Viseu",Viseu
"Escola Básica de Barbeita, Viseu",Viseu
"Escola Básica de Povolide, Viseu",Viseu
"Escola Básica de Póvoa de Sobrinhos, Viseu",Viseu
"Escola Básica de Nesprido, Viseu",Viseu
"Escola Básica de Gumirães, Viseu",Viseu
"Escola Básica de Fragosela de Cima, Viseu",Viseu
"Escola Básica de Santa Eugénia, Viso, Viseu",Viseu
Escola Básica de Vila Nova de Paiva,Viseu
"Escola Básica de Vila Cova à Coelheira, Vila Nova de Paiva",Viseu
"Escola Básica de Touro, Vila Nova de Paiva",Viseu
"Escola Básica Ana de Castro Osório, Mangualde",Viseu
"Escola Básica de Cunha Baixa, Mangualde",Viseu
"Escola Básica de Tibaldinho, Mangualde",Viseu
"Escola Básica de Santiago de Cassurrães, Mangualde",Viseu
"Escola Básica de Moimenta do Dão, Mangualde",Viseu
"Escola Básica de Fagilde, Mangualde",Viseu
"Escola Básica de Chãs de Tavares, Mangualde",Viseu
"Escola Básica de Aveleira, Penacova",Coimbra
"Escola Básica de Seixo, Penacova",Coimbra
